도서관 일련번호,도서관명,구 코드,구명,주소,전화번호,팩스번호,홈페이지 URL,운영시간,정기 휴관일,도서관 구분,도서관 구분명,위도,경도,담당자이메일,도서관 소개,설립연도,회원가입요건,대출안내,교통편,층별 설명
32,강북문화정보도서관,0021,강북구,서울특별시 강북구 오현로 145,02-944-3100,02-944-3139,http://www.gblib.or.kr/gangbuk/,,매월 둘째/넷째 월요일 및 법정 공휴일,0001,공공도서관,37.6251151,127.0360795,,"<p>

	- 도서관에 관한 간략한 소개(도서관의 특징, 자랑거리 등) 우리 도서관은 서울 강북구 소재 강북구립도서관으로 2001년에 개관하였으며 일반적인 도서자료의 서비스외에 VOD 동영상서비스, 디지털자료실, 컴퓨터교육장등을 갖춘 종합정보도서관임.</p>

",20010605," 주민등록상 서울시거주자, 서울 재직 재학중인 자 ","1관당 5권 이내(총35권) 

기본 14일, 연기 7일","ㅇ 수유역 1번 출구(교보빌딩 앞) - 마을버스 1124번 - 강북문화정보센터앞 하차

ㅇ 미아삼거리역 3번 출구(강북CGV 앞) - 마을버스 1124번 - 강북문화정보센터 하차

ㅇ 미아삼거리역 2번 출구(배스킨라빈스 앞)- 마을버스 5번 - 강북문화정보센터 하차","- 지하1층 : 식당, 서고, 기계실

  - 1층 : 안내데스크, 연속간행물 회원증발급실, 새싹열람실, 초등열람실

          문화대학3, 사무실

  - 2층 : 문학자료실, 종합자료실

  - 3층 : 일반열람실 1 2, 수서실, 지역정보센터

  - 4층 : 문화대학 1 2 4, 시청각실"
33,강북청소년문화정보도서관,0021,강북구,서울특별시 강북구 삼양로54길 68,02-944-3140,02-944-3149,http://www.gblib.or.kr/youth/,,매월 둘째/넷째 월요일 및 법정 공휴일,0001,공공도서관,37.62307414,127.0215511,,"<p>

	지역의 작은 규모의 도서관이지만 종합자료실과 일반열람실, 전자정보실 등 필요한 시설을 갖추고 있으며, 특히 일반열람실의 경우 큰 도로에 인접해 있지 않아 학생들의 학습분위기 조성이 잘 되어 있다.</p>

",20011220," 서울시민, 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권)  

기본 14일, 연기 7일","교통편

간선버스(청색): 104번, 109번, 144번, 410번

지선버스(녹색): 1128번, 1166번

- 삼양시장 하차(도보5분)

- 미아8동사무소앞(도보5분)

지하철 : 미아역 5번출구 (도보10분)

마을버스 : 강북10번 GS25하차 (도보5분)","- 지하1층 : 시청각실, 기계실, 통제실

  - 1층 : 동사무소

 - 2층 : 종합자료실, 사무실

 - 3층 : 일반열람실

내부도면

구 분

내  용



시청각실

(지하1층)

 ① 기계실

 ② 지하로비 휴게실

 ③ 시설 담당 사무실

 ④ 시청각실

  - 이용대상 : 구분 없음

  - 주요설비 : 관람석 79석,

  무대조명기기, 방송설비,스크림



동사무소

(1층)

 미아8동 사무소 민원실 및 행정실



자료열람실

사무실

(2층)

 ① 사무실 - 서무, 자료봉사

 ② 자료열람실

   - 자료 : 아동도서, 일반도서

            연속간행물, 점자도서

   - 이용대상 : 이용구분 없음

   - 주요설비 : 검색용 달말기

            문자확대기, 복사기



일반열람실

휴게실

(3층)

 ① 휴게실

    - 식탁용 테이블

    - 커피 및 음료 자판기

 ② 일반열람실 (132석)



일반열람실

전자정보실

(4층)

 ① 옥외휴게실

 ② 전자정보실

    - 이용대상 : 중학생 이상

    - 주요설비

      컴퓨터 30대, DVD 6대

      프린터기

 - 4층 : 전자정보실, 일반열람실"
1378,미아문화정보도서관,0021,강북구,서울특별시 강북구 솔매로49길 14,02-944-3180,,http://www.gblib.or.kr/mia/,,매월 둘째/넷째 월요일 및 법정공휴일,0001,공공도서관,37.62709228,127.0269757,,"안녕하십니까. <p>



도심속의 쉼터, 미아문화정보도서관은 지역주민의 문화와 정보화수준향상을 위해 강북구에서 설립하고 강북구도시관리공단에서 운영하는 정보도서관으로서 2013년 개관하여 강북지역 공공도서관으로서의 역할을 다하겠습니다.<p>



앞으로도 우리 미아문화정보도서관은 지역주민여러분에게 보다 다양한 정보와 자료 그리고 최상의 서비스를 제공하고자 최선을 다하여 강북구만이 가지고 있는 지역적 문화적 특성을 살린 종합정보도서관으로서의 그 역할을 다하겠습니다.<p>



구민의 발전적이고 애정 어린 조언과 격려를 부탁드리는 바입니다.<p>



감사합니다.

",20130510," 서울시민, 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권) 기본 14일, 연기 7일",,
2134,삼각산어린이도서관,0021,강북구,서울특별시 강북구 삼양로 299(수유동),02-944-3170,,http://www.gblib.or.kr/suyu/,,"매월 둘째, 넷째 월요일 및 정부지정 공휴일",0001,공공도서관,37.63005002,127.0175582,,,,,,,
34,솔샘문화정보도서관,0021,강북구,서울특별시 강북구 솔샘로 177(미아동),02-944-3150,02-944-3159,http://www.gblib.or.kr/solsem/,,매월첫째/셋째월요일및법정공휴일,0001,공공도서관,37.62047806,127.0124026,,"<p>

	솔샘문화정보센터는 강북문화정보센터를 중심으로 강북청소년문화정보센터와 유기적으로 운영되어 강북구민과 인접구민들에게 명실상부한 구립도서관으로 인정받고 있으며, 주변지역 집단거주지(S.K/벽산아파트) 및 교육기관(미양초교, 삼양초교, 길음초교, 삼각산 초;중교, 수유 초;중교, 화계중교, 혜화여고)등의 입지여건이 좋으며, 회원확충을 위한 제도개선(회원가입 연령 및 지역 확대 등)을 추진하고 이용자를 위한 부가서비스(문자안내서비스 등)를 기획하여, 기존고객과 잠재고객의 도서관에 대한 관심과 애정을 이끌어내는 내실화 전략으로 경영환경을 개선 및 공기관으로서의 이미지 제고를 위한 다양한 공익 프로그램을 추진하고 있습니다.</p>

",20050104," 서울시민, 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권) 

기본 14일, 연기 7일

","미아삼거리역 3번출구(외한은행앞) 1115, 1165번 버스이용 미양초교앞 하차",
170,송중문화정보도서관,0021,강북구,서울특별시 강북구 도봉로 20나길 6(미아동),02-944-3160,02-944-3169,http://www.gblib.or.kr/songjung/,,매월첫째/셋째월요일및법정공휴일,0001,공공도서관,37.61831389,127.0299377,,"안녕하십니까.<p>



도심속의 쉼터, 송중문화정보도서관은 지역주민의 문화와 정보화수준향상을 위해 강북구에서 설립하고 강북구도시관리공단에서 운영하는 정보도서관으로서 2010년 개관한 이래로 강북지역 공공도서관으로서의 역할을 다하기 위해 항상 노력하고 있습니다.<p>



앞으로도 우리 송중문화정보도서관은 지역주민여러분에게 보다 다양한 정보와 자료 그리고 최상의 서비스를 제공하고자 최선을 다하여 강북구만이 가지고 있는 지역적 문화적 특성을 살린 종합정보도서관으로서의 그 역할을 다하겠습니다.<p>



구민의 발전적이고 애정 어린 조언과 격려를 부탁드리는 바입니다.<p>



감사합니다.

",20100302," 서울시민, 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권) 

기본 14일, 연기 7일

",,
176,수유문화정보도서관,0021,강북구,서울특별시 강북구 삼양로 299(수유동),02-944-3170,02-944-3179,http://www.gblib.or.kr/suyu/,,매월첫째/셋째월요일및법정공휴일,0001,공공도서관,37.63005002,127.0175582,,"안녕하십니까. <p>



도심속의 쉼터, 수유문화정보도서관은 지역주민의 문화와 정보화수준향상을 위해 강북구에서 설립하고 강북구도시관리공단에서 운영하는 정보도서관으로서 2010년 개관한 이래로 강북지역 공공도서관으로서의 역할을 다하기 위해 항상 노력하고 있습니다.<p>



앞으로도 우리 수유문화정보도서관은 지역주민여러분에게 보다 다양한 정보와 자료 그리고 최상의 서비스를 제공하고자 최선을 다하여 강북구만이 가지고 있는 지역적 문화적 특성을 살린 종합정보도서관으로서의 그 역할을 다하겠습니다.<p>



구민의 발전적이고 애정 어린 조언과 격려를 부탁드리는 바입니다.<p>



감사합니다.

",20100811," 서울시민, 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권) 

기본 14일, 연기 7일

",,
1838,가양도서관,0001,강서구,서울특별시 강서구 양천로61길101(가양동 1493),02-3665-8797,,http://lib.gangseo.seoul.kr,,"매주 월요일, 법정공휴일",0001,공공도서관,37.55994851,126.8655346,,,,,,,
1398,강서영어도서관,0001,강서구,서울특별시 강서구 곰달래로57가길 26,02-2694-0270,,lib.gangseo.seoul.kr,,"매주 화요일,일요일을 제외한 법정 공휴일 (단, 일요일과  법정공휴일이 겹칠 경우 휴관)",0001,공공도서관,37.53468572,126.8608018,,"지식, 정보 꿈이 있는곳<P>

강서 영어 도서관입니다.",20121221,,,,
1377,곰달래도서관,0001,강서구,"서울특별시 강서구 강서로5길 50 (곰달래문화복지센터 5, 6층)",02-2065-3785,02-2065-3799,http://lib.gangseo.seoul.kr,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.52905938,126.8488976,,강서구립 곰달래 도서관은 서울시민이면 누구나 이용하실 수 있습니다.　　이용자에게 더욱 친근하게 다가가고 노력하는 도서관이 되겠습니다.,20130329,"서울시민 또는 서울시에 회사 또는 학교를 갖고 있는 재직/재학자이시면 회원가입이 가능합니다. 우선 강서구 통합도서관(http://lib.gangseo.seoul.kr)에 가입하신 뒤, 주소지가 서울시로 기재된 신분증을 가지고 도서관 데스크로 찾아 오시면 됩니다. 자세한 규정은 홈페이지를 참고해주세요.","1인당 최대 5권 대출 가능



대출 기간은 14일로 연기 시 반납일로부터 7일 연장 가능","지하철(2, 5호선) 까치산역 2번 출구에서 KT강서빌딩 방향으로 5분간 걸어오시면 곰달래문화복지센터 건물이 보이실텐데, 그 건물의 5층, 6층이 강서구립 곰달래도서관 입니다. ","5층은 어린이 자료실과 유아 자료실이 위치하고 있으며 그 외에도 북카페와 식품 섭취가 가능한 휴게실이 있습니다.



6층은 종합자료실과 멀티실, 학습열람실과 자유열람석이 마련되어 있으며 각 층마다 테라스가 마련되어 있습니다."
60,길꽃어린이도서관,0001,강서구,서울특별시 강서구 금낭화로24길 5,02-2663-4764,02-2663-4766,http://lib.gangseo.seoul.kr,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.57871971,126.8136582,,"<p>

	길꽃어린이 도서관은 자라나는 어린이들에게 상상력을 길러주고 어릴때부터 자연스럽게 책과 가까워질 수 있도록 다양한 프로그램을 제공하여 독서문화를 조성하고 흩어진 가족을 하나로 묶는 가족문화를 만들어 어린이들이 꿈꾸고 노인이 춤추고 장애인이 신나서 살아가는 도서관으로 열심히 뛰어가고 있다</p>

",20070126," 서울시민, 서울 소재 학교 및 직장 ","5권 이내 

기본 14일, 연기 7일

",- 5호선 방화역 1번출구 3분소요,"- 지하1층 : 동사무소 연결통로

  - 1층 : 사무실, 주차장

  - 2층 : 유아열람실, 시청각실, 수유실

  - 3층 : 아동열람실, 멀티미디어실

  - 4층 : 폐가서고"
94,꿈꾸는어린이도서관,0001,강서구,서울특별시 강서구 공항대로 615,02-3663-4025,02-3663-4024,http://lib.gangseo.seoul.kr,,매주 월요일 ,0001,공공도서관,37.54733669,126.8733189,,"<p>

	우리도서관이 가장 중점을 두는 역할은 생활 속의 교육 문화 공간 제공입니다. 지역 주민의 정보, 문화, 오락 욕구를 충족해 주고, 나아가 어린이는 물론 지역 주민에게 강서구가 추구하는 평생학습의 기틀을 마련하는데 있을 것입니다. 이를 위해서 도서관은 주민의 공동체의 의사소통의 장이 되어야 하며, 어린이의 인격형성, 창의력 및 사고력 증진의 기능과 타 지역과 비교해 정보격차의 소외감을 극복할 수 있는 적시, 적절, 적합한 정보제공으로 교육 강서의 브랜드 가치를 파워 업 시킬 것으로 기대합니다.</p>

",20080417, 서울시거주자 ,"5권 이내 

기본 14일, 연기 7일

","- 버스노선 5616, 601, 6711, 661, 605

- 마을버스 54번","- 지상3층 : 교양강좌실, 멀티미디어실, 꿈동이자료실, 사무실 등

- 지상4층 : 꿈돌이자료실, 서고자료실, 사무실 등"
1395,등빛도서관,0001,강서구,서울특별시 강서구 강서로62길 48,02-3664-6990,02-3664-8045,http://lib.gangseo.seoul.kr/,,"매주 마지막 주 월요일, 일요일을 제외한 법정 공휴일 (단, 일요일과  법정공휴일이 겹칠 경우 휴관)",0001,공공도서관,37.56245409,126.8423739,,"감사합니다.<p>

등빛도서관입니다.",20120628,,"대출권수 : 1인당 5책 

대출기간 : 14일 (2주) 

대출연기 : 1회 7일간 연기가능 (단, 예약된 도서, 연체된 도서는 반납연기 불가) 

개인회원의 경우 본인 회원증 소지시 대출이 가능합니다.

가족회원의 경우 본인의 회원증과 가족회원을 함께 지참하셔야 대리 대출이 가능합니다.

* 참고도서, 멀티미디어자료, 연속간행물 등 일부자료는 대출이 되지 않으며 도서관 내에서만 

  이용이 가능합니다.",지하철 5호선 발산역 3번 출구에서 100m쯤 걸어오다가 파리바게뜨 발산역점을 지나 우회전하고 200m쯤 더 가 중화요리집 금문앞에서 좌측으로 횡단보도를 건너 NC백화점 후면과 원당근린공원 사이길로 5분정도 걸어오면 우측에 강서구립 등빛도서관입니다. 총 소요시간은 10~15분거리입니다.,
16,서울특별시교육청강서도서관,0001,강서구,서울특별시 강서구 등촌로51나길 29,02-3219-7000,02-2653-0932,http://gslib.sen.go.kr,,"1,3주 금요일 및 법정공휴일",0001,공공도서관,37.5479003,126.8599262,,"<p>

	우리도서관은 공공도서관으로서 지역주민 및 이용자에게 지식 및 정보 제공과 다양한 문화프로그램을 통해 지역의 문화공간의 역할을 담당하는 정보;문화;교육기관이다. 소외계층을 위한 서비스 활성화로 장애인대상 무료 택배서비스, 무료특강 등을 시행하고 있다. 또한 주간(낮)에 도서관 이용이 어려운 이용자들을 위해 야간 이용시간을 연장하고, 시간과 공간의 제약으로 이용이 어려운 주민과 단체에게 이동도서관과 단체문고 운영 등으로 편의를 제공하며 도서관 이용 활성을 위한 여러 프로그램들이 시행되고 있다.</p>

",19830722,"- 가입대상 : 서울시 주민등록 등재자, 타지역주민으로 서울시 소재 직장                 인 및 학생

 - 가입방법(구비서류)

    * 중;고생 및 일반인 : 현주소가 기재된 신분증 지참하고 도서관에 직접 방문하여 회원가입신청

    * 어린이 : 현주소가 기재된 주민등록등본(부모님 대리 신청 시 주민등록등본 또는 부모님신분증+의료보험증)지참하고 도서관에 직접 방문하여 회원가입신청

    * 신청 즉시 대출증 발급, 대출가능",1회 3권 2주간(예약이 걸려있지 않은 도서에 한하여 1회 1주일 연장가능),"- 버스

  영일고등학교 앞 하차 : 5616,6623,6629,6714,6715,6716,602,650번 이용

  등촌중학교 앞 하차 : 70,70-1,70-2,70-3,67,88,161,604,605,606,642,650,601

5712,6514,6629,6711,6715,6632번 이용

- 지하철

  2호선 당산역 : 6623,5616번 버스이용

  5호선 목동역 : 3번출구에서 602,650,5616,6629,6715번 버스 이용

  5호선 방화역,송정역 : 6629번 버스 이용

  5호선 화곡역 : 6629, 650번 버스 이용","- 지하1층 : 보일러실,식당,매점, 시청각실,경로실

- 1층 : 어린이실,순회문고실,당직실,문화교실1,관리과,관장실

- 2층 : 종합자료실,학교도서관지원과,자료봉사과,문화교실2

- 3층 : 문학/간행물실, 디지털자료실

- 4층 : 일반학습실(제1,2,3학습실)"
1394,우장산숲속도서관,0001,강서구,서울특별시 강서구 우현로 34,02-2696-6690,02-2696-6692,http://lib.gangseo.seoul.kr,,"매주 월요일, 일요일을 제외한 법정 공휴일 (단, 일요일과 법정공휴일이 겹칠 경우 휴관)",0001,공공도서관,37.54828757,126.8418355,,"감사합니다.<p>

우장산숲속도서관입니다.",20090416,,,,
93,푸른들청소년도서관,0001,강서구,서울특별시 강서구 강서로45다길 71,02-2691-1630,02-2691-1632,http://lib.gangseo.seoul.kr,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.54467538,126.835182,,"<p>

	청소년들이 책과 가깝고 쉽게 다가갈 수 있는 환경을 조성하여 독서문화 저변을 확대하고, 청소년들에게 건전한 문화&middot;여가공간을 제공하기 위해 설립되었습니다.</p>

",20080411, 서울시에 주소를 둔 시민 또는 서울시 직장인과 학생 ,"5권 이내 

기본 14일, 연기 7일

","지하철 5호선 우장산역 3번 출구에서 ①화곡역 방향으로 5분 정도 직진, ②은성교회에서 우회전, ③대원공원에서 우회전하시면 푸른들청소년도서관 입니다.  

 

지하철 : 5호선 우장산역 3번출구, 화곡역 8번출구  

 

버 스  : 지하철1번 출구 - 우장산역 : ⓑ652 ⓖ6657 ⓖ6629 ⓖ6630 ⓖ6644 ⓖ6645 

지하철2번 출구 - 화곡중고등학교 : ⓑ652 ⓖ6657 ⓖ6629 ⓖ6630, 

                 양서아파트 : ⓖ6644 ⓖ6645, 양서1단지 : ⓖ6642 ⓖ6643

지하철3번 출구 - 화곡중고교입구 : ⓑ652 ⓖ6657 ⓖ6629 ⓖ6630

지하철4번 출구 - 우장산역 : ⓑ652 ⓖ6657 ⓖ6629 ⓖ6630 ⓖ6642 ⓖ6643 

 

마을버스 : 05번","- 지상3층 : 세미나실, 쉼터

- 지상2층 : 청소년자료실

- 지상1층 : 어린이자료실, 사무실

- 지하1층 : 멀티미디어실, 독서토론실, 보존서고"
43,관악문화관도서관,0005,관악구,서울특별시 관악구 신림로 3길 35,02-828-5700,02-828-5820,http://www.gwanakcullib.seoul.kr,,매주화요일및국가공휴일,0001,공공도서관,37.46759816,126.9448714,,"<p>

	관악구의 문화발전과 지역주민에게 문헌정보서비스를 제공하고 교육문화여가활동에 이바지하며, 배움을 추구하는 모든 이용자에게 정보지식ㆍ문화서비스를 제공받을 수 있도록 하여 문화시민 의식함양에 일익을 담당하고자 노력하며, 평생교육센터로서 지역 중심기관의 역할을 수행하고 있음.</p>

",20021011, 서울시에 주소를 둔 시민 또는 서울시 직장인과 학생  ,"5권 이내 

기본 14일, 연기 7일

","-  지하철 및 버스를 이용할 때

서울대입구역(2호선) 방향 버스 노선 : 5412, 5515, 5528, 6512

==&gt; 신림중학교앞 하차

신림역(2호선) 방향 버스 노선 : 5516, 5518, 5528, 5614, 6513, 6514 ==&gt; 관악산입구 하차

그외 버스 : 5517 ==&gt; 관악산입구 하차","- 지하1층 : 주차장

  - 1층 : 어린이자료실, 장애우(노인)열람실

  - 2층 : 제1자료실, 사서과 사무실

  - 3층 : 제2자료실

  - 4층 : 자유열람실, 휴게실

  - 5층 : 대강의실, 제1강좌실, 제2강좌실, 컴퓨터교육실"
44,글빛정보도서관,0005,관악구,서울특별시 관악구 관악로 30길 23,02-878-7460,02-878-7461,http://www.gwanakcullib.seoul.kr,,매주수요일및법정공휴일,0001,공공도서관,37.4862426,126.9596701,,"<p>

	관악문화관도서관은 글빛정보도서관, 성현동작은도서관을 함께 운영하여, 관악구의 문화발전과 지역주민에게 문헌정보서비스를 제공하고 교육,&nbsp; 문화, 여가활동에 이바지하며, 배움을 추구하는 모든 이용자에게 정보, 지식, 문화서비스를 제공받을 수 있도록 하여 문화시민 의식함양에 일익을 담당하고자 노력하며, 평생교육센터로서 지역 중심기관의 역할을 수행하고 있음.</p>

",20060227,"서울특별시민(현 주민등록상 거주지 주소가 신분증에 기재) 

 ","- 5책 14일(2주)

- 1회(7일)에 한해서 대출 기간 내에 반납 연기가 가능(예약.연체된 자료는 반납연기가 안됨)





","- 지하철 : 2호선 서울대입구역 하차 7번 출구에서 버스이용(서울대 입구역에서 도보 20분거리)

- 버스 : 501, 506, 641, 650, 750, 5511, 5512, 5513, 5514, 5517(봉원중학교앞 하차)

- 마을버스 : 관악7번(우성아파트 103동(글빛정보도서관)하차, 길건너에 위치)","- 1층 : 장애인/디지털정보실, 사무실

- 2층 : 어린이열람실

- 3층 : 종합자료실

- 4층 : 일반열람실"
45,성현동작은도서관,0005,관악구,서울특별시 관악구 관악로37길 56 동아아파트 상가B동 5층,02-877-7182-3,02-877-7184,http://www.gwanakcullib.seoul.kr,,매주화요일및법정공휴일,0001,공공도서관,37.48731057,126.956182,,"<p>

	관악문화관도서관은 글빛정보도서관, 봉천2동작은도서관을 함께 운영하여, 관악구의 문화발전과 지역주민에게 문헌정보서비스를 제공하고 교육문화여가활동에 이바지하며, 배움을 추구하는 모든 이용자에게 정보지식문화서비스를 제공받을 수 있도록 하여 문화시민 의식함양에 일익을 담당하고자 노력하며, 평생교육센터로서 지역 중심기관의 역할을 수행하고 있음.</p>

",20060228,"서울특별시민(현 주민등록상 거주지 주소가 신분증에 기재) 

","5권 이내 

기본 14일, 연기 7일

","봉천2동작은도서관

   -  지하철 및 버스를 이용할 때

    서울대입구역(2호선) 방향 버스 노선 : 501, 506, 641, 650, 750,

      5511, 5512, 5513. 5514, 1517 ,마을버스 7번

    ==&gt; 봉천중학교앞 하차","상가 5층 :  디지털지료실, 어린이열람실, 종합자료실, 일반열람실,"
