,cafe_id,message,point1
8885,2058522387,운영깔끔함. 사람 많은게 흠.,1
8886,2058522387,자동차 다 고장나고 애들도 점점 안보임 ,0
8888,18013376,팥빙수가 무지무지 많이 나오고 맛있어요!,1
8889,18013376,보리차 느낌의 아메리카노!!!풍부한 크리미는 첨부터 안바랬지만 에스프레소 머신에서 보리차가 나올지는... 젠장입니다,0
8891,21302639,송희,0
8892,21302639,새미가 만든 초콜렛,0
8893,21302639,초콜릿체험,0
8894,21302639,초콜릿 체험이 인당 만이천원이에요. 아이들이 너무 좋아하고 재미있는 시간을 가질수 있어요. 모두다 체험할 필요는 없고 아이들만하고 옆에서 도와서 같이 만들면 좋아요.,0
8895,21302639,"아이들과 재미있게 구경도 하고 놀다왔어요~
욕심부리다가 초콜릿만 이것저것 10만원 넘게 샀다는 ㅎㅎㅎ",1
8896,21302639,제주도 최악의 관광지 등극알바 호구들 평점 높이지 마라 양심도 없냐방문자한테 삼천원씩 나눠준다고 해도 가서는 안되는 곳임볼거 하나도없고 그냥 초코 틀에붓고 끝남 ㅠ 돈아까움,0
8897,21302639,별하나도아깝네요~~밑에사람들은알바인듯  세계각국의초꼴릿이있긴한데 볼게없네요  공짜로해도안갈듯초콜릿만들기체험비용도아깝고 프시케월드이후로 이렇게볼것없는곳은 처음이네요,0
8898,21302639,제주관광중 가장 볼 게 없는 곳. 입장료 3000원이 아깝다.,0
8899,21302639,"제주 중문관광단지에 정말 맛있는 초콜릿이 있네요. 세계각국의 신기한 초콜릿도 많고 직접 초콜릿도 만들어 보고, 너무 재미있었습니다.",1
8900,21302639,세계의 모든 초콜릿을 다 볼수 있고 즐거운 체험까지 너무 좋은 곳이네요 가족과 함께 즐거운 시간 보내고 왔습니다. 강추강추,1
8901,550559893,"맛, 가격, 분위기, 청결, 친절 모든 면에서 최고에요!
다만 빙수나 당근케익의 경우 어린이 입맛에는 맞지 않을 수 있어요 (달지 않음)",1
8902,550559893,빙수 최고네요,1
8903,1105114080,커피가 맛있고 유명한 빙수들도 역시 맛나네요ㅋㅋㅋ,1
8904,1105114080,좋아요,1
8905,1105114080,매일 11시까지 영업한다고해서 일부러 택시타고 갔는데 월요일 휴무입니다. 공지사항을 바꾸셔야 손님들이 헛걸음 안할것같아요,0
8906,21556089,"무인카페 ㅎㅎ 신기해
진짜 무인 ㅎㅎ
분위기도 조쿠.  커피도 싸. 단돈 2000원 ㅋ",0
8907,1392030698,"우리동네에서 괜찮은 곳 발견!
멋진 분위기와 아름다운 전경으로 맘에 쏙 든 까페^^",1
8908,21801975,"꼭 다시 방문할 곳.
친구와 걸으며 여행 중인데
아름다운 미소로 먼저 인사를 건네주셔서
기억에 따뜻하게 남어있습니다.
당시 공사중이라 아쉽개 방문치 못했는데
다음 제주에 갈 때 꼭 방문할께요!",1
8909,21801975,"제주산 감귤과 키위로 만든 수제와인!!!

갠적으로 감귤와인 맛나네요...츄릅!

포니말과  여러 강아지들이 반겨주는....
기분이 꿀꿀할때 들려주면 힐링~~~",0
8910,21801975,피자 파스타등 맛있는 이탈리아 음식을 맛있게 드셔보세요 . ^^ 게스트하우스를 함께 운영하고있고요. 귀여운 반려동물과 함께 하실 수 있답니다. 맛난 요리를 해주실 쉐프님도 계시니 완전 좋아요 ~,0
8911,20465427,"오메기 빙수 맛있어요 가격은 12000원이었던거같네여 
협재 바로앞이라 좋아요 ",1
8912,20465427,커피는 쏘쏘.. 뷰는 환상..,1
8913,20465427,"창 밖 뷰가 최고!!
음료 맛은 보통 
하지만 여기 바다보러 왔지 맛있는 커피마시러 온게 아니라서 100% 만족했다",1
8914,20465427,뭐 나름대로 이동네에서 인지도 있는 까페고 역사도 있다.  이 까페는 2층의 풍경이 중요하다. 2층의 오픈된 벽면을 통해 바라보는 협재바다는 내가 휴가를 왔구나 느끼게 해준다. 다만 날더울때가면 후덥지근한 느낌에 힘들긴 하다.....별4개중 3개는 협재바다때문에 준것이고 1개는 까페 2층의 목조 구조가 맘에 들어서 준것이다....,1
8915,20465427,뷰는 정말 좋은데 커피랑 음료가 그저 그런 맛이고 1층 외에는 와이파이 불가(이건 좀 너무함),0
8916,20465427,"너무 우울해보이는 직원들. 손님없는 평일인데도 직원이 비좁은 곳에 한 5명 서 있는듯/너무 맛없는 베이커리류(빵이나 케이크는 절대 먹지 말 것)/2층에는 와이파이도 안되는데, 회전률 높이려고 일부러 그런 것 같다는 합리적인 의심이...뷰가 좋은 것은 사실이나 직원의 불친절, 낮은 음식 퀄리티. 인근의 다른 카페 가시길 추천합니다",0
8917,20465427,뷰가 정말 좋았고 오메기감저빙수가 참 맛있었어요!!,1
8918,20465427,"방금와서 1한라봉주스 2 햄버거 3 핫도그  시킴.
- 맛,사이즈 : 그냥그저그럼.
-뷰는 좋음 그러나 뷰만 좋음. 2층은 뷰가좋으나 13테이블이있고 추움 ㅋ.... 사진은 핫도그..썰다보면 걍 다 망가짐요ㅜ",0
8919,20465427,뷰는 좋은데 음식은 그냥 그래요. 핫도그는 빵이 너무 잘 부서져서 먹기 힘듦.,1
8920,20465427,비양도가 보이는 뷰가 예술! 한라봉에이드는 탄산이 없는 주스였지만 커피는 괜찮았음.,1
8921,20465427,바다 보이는 괜찮은 까페를 찾아  금능해변에서부터 걷고 또 걸은 결과... 협재에서 이만한 목이 없더라...,1
8922,20465427,"화장실 너무 더럽고 냄새나여.. 1층에 앉았는데 비릿한냄새가 까페에 앉아있는데도 계속 나네여...  빨리 먹고 나오고싶엇음
그냥 바다보이는 커피숍.. .....",0
8923,20465427,뷰가 참 좋아요. 베리바나나도 맛있었구요,1
8924,20465427,"난 여기 빙수가 별로다는걸 맨날 까먹고 또 먹는다 ㅜ 별루임... 앞에 해변 2,3층 뷰 다 좋음 그게 여기 장점",1
8925,20465427,수제버거 참 맛있습니다.,1
8926,20465427,뷰가 맛을 압도하는!!!,1
8927,20465427,"뷰가 정말 정말 좋아요. 
음료 맛은 보통. 
화장실은 안 써봐서 깨끗한지 모르겠네요. 
2층, 3층 뷰 전부 좋습니다!!!",1
8928,20465427,별로에요. 카페 내부 화장실이나 의자 모두 위생적으로 별로였어요.. 밤에가서 뷰는 잘 모르겠는데 음료도 정말 실망했습니다. 오메기떡 라떼는 그냥 미숫가루였고 감귤스무디는 너무 셔서 별로였어요. 하여튼 기대보다 실망이 더 컸네요..,0
8929,20465427,카페 옆 길이 바다다. ,1
8932,20465427,뷰만 좋고 커피 진심 맛없음,0
8933,20465427,협제 바다로 바로 내려갈 수 있는 장점,1
8934,20465427,"뷰가.짱입니다
오미기 빙수도 특미이구요.",1
8935,20465427,"2,3층 뷰 좋은거 빼고 쏘쏘",1
8936,20465427,"뷰 멋짐, 빙수 양많음",1
8937,20465427,분위기좋아요,1
8940,20465427,"바다색이 너무 이쁜 카페
오메기오곡라떼가 고소하고 맛있다.",1
8941,20465427,"흑돼지핫도그와 오메기떡감저빙수 👍 
거기에 협재바다 뷰까지 🙈",1
8942,20465427,뷰가 정말 좋아요!,0
8944,20465427,"창가에 자리가 있다면 어떤 메뉴를 초이스 한다해도, 뷰 하나로 만점.",1
8945,20465427,"배위에 있는 줄 착각하게 만드는 뷰 ^^
자리 잡기는 좀 힘들어요",1
8951,20465427,good view,1
8955,20465427,"경치에 별 2개, 커피는 0개",0
8956,20465427,협재바다를 바라보는 정말 힐링포인트,1
8958,20465427,"오메기떡과 고구마가 들어간 빙수 맛있음!
창가의 뷰가 최고",1
8959,20465427,"풍경이 예쁜 곳 :) 2층에 올라가서 탁 트인 협재 해수욕장을 보면 기분이 좋아져요.

커피는 그럭저럭 ",1
8960,20465427,"빙수 맛있어요!
뷰가 정말 협재가 한눈에 들어와서 좋아요^^
야외 흡연실도 있어서 편하고 여행 중 쉬기 딱 좋은.포인트!",1
8961,20465427,좋아요. 2층이 좀 추웠는데 담요도 빌려줬습니다.,1
8962,20465427,"밖에 보이는 경치 하나로 갈만한 이유가 되는곳
아무래도 손님이 많아서 시끄럽기도 하지만 바로앞에 바다가 보이는 카페를 찾는다면 굿",1
8963,20465427,"빈티지한 가구들과 LP판, 옛날 오디오",1
8964,20465427,"바다 경치가 대박 오메기빙수는 더대박
고구마맛빙수에 오메기떡 뙇 
ㅠㅠㅠㅠㅠㅜㅜㅜㅜㅜ 또먹고싶다 왕추천해요",1
8965,20465427,"일단 최고의전망 커피맛도 뭐좋은편인데...
위치자체가 너무여행객이많은곳이라....",1
8966,20465427,"위치랑 뷰만 좋음 
아줌마 아자씨들 시끄럽게 떠들고 관리가 안됨",0
8967,20465427,전망이 끝내주는 집,1
8969,20465427,협재 카페,0
8970,20465427,카페에서 보이는 경치가 환상,0
8971,20465427,"오메기감저빙수
제주도에 왔다면 ㅋ",0
8972,20465427,핫도그굿!,0
8973,20465427,● 나이스뷰. 핫도그굳,0
8974,20465427,"협재해수욕장 바로 앞에 있어 전경이 너무 좋음
고구마맛 얼음에 오메기떡이 들어있는 빙수도 맛좋고 핸폰 충전가능하다는거 ㅋㅋ",0
8976,20465427,협재해수욕장을 한눈에 품을 수 있는 카페.,0
8977,20465427,ㅋㅋㅋ,0
8978,20465427,"오매기강저빙수
(오매기떡 고구마 팥빙수)
협재해수욕장 카페 ""쉼표""
창밖으로 해변과 비양도가 눈에 들어오는 
최고의 장소.",0
8979,20465427,흔한카페같지만 창가자리에서 이런풍경을 볼수있는게 다르다는것~!,0
8980,20465427,협재 해변과 비양도가 한 눈에 보이는 카페!,0
8981,20465427,빙수랑 핫도그 맛남 뷰가 엄청이뻐요,1
8982,20465427,오메기빙수 전망 커피맛,1
8983,20465427,뷰만 좋음,0
8984,20465427,뷰는 엑설런트~ 그러나 빙수 외엔..,1
8985,20465427,약간 불친절하지만 전망이랑 오메기 감저 빙수는 정말 대박이네요 진짜 오메기 감저빙수는 엄청 맛있네요~~,1
8986,20465427,"칵테일도 마셔봤는데.. 으윽~~ 알바생이 만들어준 칵텔.. 비율이 잘못됐는지
너무 달기만.. 으으윽~~ 예전 먹은건데 하도 맛없어 생각만해도 진저리..
여기 음료는 진짜 최악 수준들임!! 제발 그 경치 수준에 맞게만 해줘요!!!",0
8987,20465427,"경치는 정말 끝내주나 밑에 다른분이 지적한바대로.. 커피는.. 이게 정말 커피야?? 싶을정도로 너무 형편없음!! 원가 생각지 말고.. 커피 원두 좀 비싸고 좋은것좀 쓰쇼!! 어? 화가 다 날 정도임.. 너무 경치만 믿고 음료는 대충 팔겠단 심산인가? 어처구니 없음!!
아니 이 멋진곳에서 커피나 음료 한잔 맛나게 먹음 얼마나 좋아.. 그 멋진 풍경조차도 망침",0
8988,20465427,말이필요없이들어가멱입이떡벌어짐!,1
8989,20465427,밤에와서 잘은 모르겠지만 경치는 좋을듯합니다.그러나 저희가 마신 카페라테와 한라봉차는 꽝이메요.세상에 미지근한 온도와 싱거운 느낌. 이도저도 아니네요~!,0
8990,20465427,"팥빙수 맛나요~~
먹물 어쩌고 하는 것도 좋구요
젊은 주인장님 친절하심~~~~
협제 해수욕장 초입이라 션하게 바다를 보면서 아이스커피를 즐길 수 있는 곳",1
8991,26884074,공주가 된 기분이였습니다.,1
8992,26884074,맛집이라며요.. 당근케이크는 너무 달고.. 커피도 노맛.. 직원 불친절... 좌석 협소.. 기대안고 갔는데 너무 불만족,0
8993,26884074,당근케익은 맛나고 분위기도 괜춘하나 주차하기 힘듬,1
8994,26884074,최근 다녀왔는데 머리묶은 알바생 너무 불친절했어요 제주도 갈때마다 구좌상회 못가서 이번이 처음이었는데 너무 아쉬웠네요 당근케이크는 맛있었습니다 ,0
8995,26884074,예쁘긴 예쁜데.. 당근케이크로 유명하다면서요.. 근데.. 왜.. 이렇게... 달기만해요...? 뭔가.. 입을 씻고 싶은 그런.. 맛.. 조끔.. 너무.. 대실망... 다음에 어쩔수없이 다시 와도.. 커피만 시킬래요.. 일인 일메뉴니까.. 한라봉컵케이크는.. 한라봉향이 나긴하는데.. 아.. 너무 달아요.. 못먹겠어요.. ,0
8996,26884074,내 인생 당근케잌. 근데 가격에 비해 크기 진짜 작다...,1
8997,26884074,당근케이크 맛있어요.,1
8998,26884074,"당근케이크, 분위기는 너무 좋아요.
아이스커피일때 천원 추가는 좀..",1
8999,26884074,당근케이크 엄청 맛있어요 어른들도 좋아하시더라고요. 커피는 ㄴㄴ...,1
9000,26884074,맛있는데 가격이 너무 깡패ㅠㅠ,1
9001,26884074,당근케이크 존맛이고 커피는 그저그럼 ,1
9003,26884074,분위기 예쁨,1
9004,26884074,달달한 한라봉티와 건강한 당근케이크,1
9005,26884074,"한라봉차도 당근케익도 맛있었어요 ㅎㅎ
인테리어도 초록초록하고 햇빛이 잘 들어서 아늑한 느낌이 좋았네용",1
9006,26884074,추운데 밖에서 대기룸이 아닌 밖에서 기다리라고 하는 접객 매너 ^^ 안가요,0
9007,26884074,아리송한 맛은 다시 먹어보는 편이라...... 다시 찾아가 당근케이크를 먹어 보았지만 글쎄요. 인테리어/익스테리어 잘 된 지극히 평범한 카페.,0
9010,26884074,"당근케이크가 왜 유명한지모를
",0
9011,26884074,"당근케익 매진
브라우니가 쫀득쫀득 좋으나 너무 달아서 이쉽다",1
9012,26884074,당근케이크는 맛있는데,1
9013,26884074,"당근케이크는 명불허전, but 커피는 아쉽네",1
9014,26884074,"당근케익의 순수함을 느낄 수 있달까
다른 곳은 생크림을 많이 넣은 곳도 있는데 당근조각이 씹이는 느낌도 좋았구요
계피향도 강하지않고 오리지널의 맛이 느껴져요
다만 너무 유명해져서인지 직원들의 친절함까지 기대하기는 힘들어요",1
9016,26884074,Carrot Cake,1
9017,26884074,"주차는 좀 멀지만 골목 구경하면서 들어가는 재미가 있고 당근케이크 맛있었고 인테리어도 좋았음
커피머신 고장나서 티 마셨는데 티도 맛있음",1
9018,26884074,"오픈 3분전 도착. 비가 미친듯이 내리는데 정각오픈이라며.. 들어오라는 소릴 안하네요. 우산쓰고도 3분동안 비 쫄딱 맞아서 옷 다젖고 들어갔네요. 이건 서비스마인드가 아니라 기본 개념이 없는거 아닌가요? 
라떼는 정말 돈 아까웠고 당근케이크는 맛있었지만 굳이 앞으로 갈일 없을것 같네요. 앞으로 당근케이크는 티나케이크로 갈 생각입니다. ",0
9019,26884074,"카카오맵 평가 처음 남겨보는데요
너무 불친절하고
라떼가 너무 맛이 없어서 남겨요",0
9020,26884074,"정말 맛있는 당근 케익
찾아가기는 조금 어려움
주차는 조금 멈
하지만 그 모든것을 상쇄해주는 맛
구좌에 가게되면 반드시 들리겠지만 이곳을 위해 구좌읍을 방문하지는 않을것 같아 4점 드립니다",1
9021,26884074,"당근케익 맛있고, 라떼도 맛있어요 사진찍기 좋아요! 주차공간 많이 없어요~ 옆에 꽃집도 있어서 꽃도 하나 사서 사진찍으면 딱!! 불친절하단 밑에 의견 있던데 친절하진 않아요..^^;; 딱히 신경쓰이진않아용 그래도 당근케익 먹으러 매번 와요~~",1
9022,26884074,"불친절 ..도대체 색다르게 맛있는거  모르겠네요.
누가  맛있다 했는지 ㅜ",0
9023,26884074,"불친절 ㅡㅡ 맛은 잠실바이킹스워프에서 나오는 당근케익이랑흡사하고 좀더 축축한 느낌~ 깊이는 바이킹스께 나아요
안좋은기억만 남기고 갑니다
다신안올듯
대기장소도없어서 이 추운 날씨에 비도오는데 마당에서 기다리게합니다
참 주차할곳도 없어서 멀리 아무곳이나 주차하고 걸어가야해요",0
9024,26884074,생각 나는 집,1
9025,26884074,화 수 휴무에요 ㅠ ㅠ 지금 갔다가 발견..,1
9026,26884074,6시 재료소진으로 당근케이크 마감 ㅠㅠ,1
9028,26884074,당근케이크 백종원 3대천왕,1
9029,26884074,당근케익이 맛있었던곳. ,1
9031,26884074,"분위기도 좋고 맛있네요.
의자는 딱딱해요.",1
9032,26884074,당근케이크로 유명세를  탄곳이라 기대하고 갔는데 흠...이 정도 당근케이크가 소문날 정도인지. 카페 분위기는 좋았어요. 해안가가  아니라 더글더글 사람이 많지 않아 휴식 취하긴 괜찮은 곳입니다.,0
9033,26884074,그냥 평범해요,1
9036,26884074,케이크랑 아메리카노가 잘어울려요,1
9037,26884074,불 친절합니다. 말을 정말 정 떨어지게 합니다.,0
9038,26884074,굿굿 당근케익. 라떼도 수준급,1
9039,26884074,"주차자리도 앉을자리도 부족하지만
분위기는 좋은 카페.
명성에 비하면 조금부족한 당근케익.",1
9045,26884074,듣던데로 카페 분위기 너무 좋고 아기자기하다... 메뉴 이름도 특이하고.. 당근 케이크 완전 맛있음♡ 음료수는 복숭아 아가씨를 따뜻하게 시켰는데.. 약간 복숭아 아이스티 가루에 홍차 살짝 넣은 느낌? 딱 기대한 정도였다. ✨추천!!✨,1
9046,26884074,아기자기 너무 사랑스럽잖아,1
9047,26884074,당근케잌이 촉촉하니 부드러워요 ,0
9048,26884074,3대천왕 당근케이크 @,1
9051,26884074,아기자기한집.,1
9052,26884074,분위기 갑에.. 세상에서 제일 맛난 당근케익을 먹었다.. 당근이 이렇게 많이 보이는 당근케익은 첨이햐.. 그리고 식물이 어우러져있는 아기자기한 인테리어가 너무 마음에 듬 ㅋ 길지나다 들러 커피한잔하고 가기 넘나 딱임!!!,1
9054,26884074,제주 시골집의 느낌을 잘 살린 카페,1
9055,26884074,"꽃과 당근케익을 좋아한다면 구좌상회로!:)
애인보다는 친구와",1
9056,26884074,분위기 예쁘고 맛도 괜찮은 케이크와 예쁜 잔에 나오는 홍차까지 좋아요 다만 워낙 sns에 알려진 가게여서 찾아오는 손님이 정말 많고 오래 앉아있기도 민망하구요 물론 오래 계시는 분들도 있지만 1시간이상 있기는 정말 힘듭니다 잠깐 들러서 먹고 바로 일어나야 할 것 같아요 그리고 테이블 간격이 좁아서 수다떤다거나 하긴 조금 그렇고 조용조용하게 얘기하구 인생샷 찍기 정도는 좋은 것 같아요 솔직히 친절하신 건 잘 모르겠고 사장님 감각은 좋으신 거 같아요,1
9057,26884074,정말 냉정하게 평가해서 제주도에 있는 커핀 그루나루 매장들 당근 케익이 더크고 맛있음..,0
9058,26884074,당근케익 진짜 너무 맛있어요~ 또 먹으로 가고싶은곳!,1
9059,2124719483,테라스에서 커피! 성산일출봉과 바다경치 굿굿! ,1
9060,2124719483,뷰~~~완전 너무 좋아요~역대급인듯~굿굿~!,1
9061,2124719483,방송에도 나오길래 찾아가봤는데 너무너무 맛있었다...포토존도좋고 앞이 바다라서 더좋곸ㅋㅋㅋ,1
9062,2124719483,뷰가 진짜 좋아요ㅠ시그니처 커피도 꼭 드셔보시길!,1
9063,2124719483,뷰가 아주 좋아요. 음료값도 제주치고 합리적인 편.. 날 좋은날 바깥에 나가있음 신선놀음 하는 기분이예요~,1
9064,2124719483,맥주도팔아서 들고 나가서 걸으면서 마시면 뭔가 기분좋음ㅋㅋㅋ,1
9065,2124719483,앞에 광치기해변에...뷰도 죽이고 아주 만족 대만족...,1
9066,2124719483,제주도여행에서 관광지포함 좋았던 플레이스중 한곳!!! 날씨도 좋았어서 야외테라스 자리잡고 오션뷰보면서 커피마시는데....캬~~~이런게 힐링이죠!!!ㅋ.ㅋ.ㅋ.ㅋ너무 좋았던 카페에요~!,1
9067,2124719483,카페에서 보는 풍경만으로 별다섯개,1
9068,2124719483,바로 앞에 탁트인 바다 때문에 기분 좋게 쉬다 올 수 있는 곳! 사진찍기 좋고 분위기도 좋은데 한가지 아쉬운건 고딕체? 비슷한 흰색 글씨로 호랑호랑카페 적혀져 있는게 조금 촌스럽... 그거 제외하고는 모든게 퍼펙!!,1
9069,2124719483,"최근에 오픈 해서 그런지, 시설이 너무 깔끔하고, 특히 뷰가 정말 예쁩니다... 아침보다 오후 시간 아니면 저녁 시간에 가시면 조명 때문에 더 예뻐요 !! 인스타 감성 각 입니닼ㅋㅋㅋ 꼭 가보세요~!!",1
9070,2124719483,"뷰는 괜찮은데 음료가 별로 맛이 없고 술을 같이 팔아서 너무 시끄러워요,,,,,",0
9071,2124719483,"평점이 좋아서 방문했어요 
워낙 저녁이고 비오는날이여서
 그런가 맥주마시는손님이 많아서 
카페 아니고호프집인줄 ...",1
9072,2124719483,날이 좋으면 너무 이쁠 것 같아요!!,1
9073,2124719483,제주도 갔다가 우연히 봐서 들어갔는데  뷰도 너무 예쁘고 까페가 너무 고급스러워용 성산쪽가면 맘에드는까페가 없었는데 가서 사진찍기 너무 좋은곳같아요!ㅋ 한라봉에이드도 제주산이라서인지 더맛있었어용!!담에 또가려구용,1
9074,2124719483,"인스타갬성, 사진빨잘받네요ㅎㅎ 생긴지얼마안됬나봐용 근데 사람도 많고 핫플각",1
9075,1708813145,밀크티 너무 맛있어요 b b,1
9076,654606271,"흑돼지 돈까스랑 비빔국수, 커피,  허니브레드를 먹었습니다.
흑돼지 돈까스는 육질이 부드럽고 바삭하게 익히셨고 소스도 좋고 맛있었습니다. 프렌차이즈 돈까스 식당이랑 비교하는건 ㅋㅋ 주인아저씨 미안요
비빔국수는 짜거나 달지 않고 맛있었습니다.
커피는 구수하고 좋았습니다.
다음 제주여행때 또 가고 싶은 곳이네요",1
9077,654606271,"
아마 재료의질로생각하시면 가성비 최고~~
좋은음식 드시고싶으신분에겐딱입니다!!^^",1
9079,654606271,"흑돼지돈까스11,000원  가성비 실망입니다.",0
9080,8319639,"이곳은  외돌개 가까이  있는  외관이  유럽풍의  팬션이에요.  방은  조금  오래되었지만  가격대비  아주 좋아요.  외돌개 바다가  눈앞에  펼쳐지는  전망도  최고에요.  무엇보다도  사장님  부부의  살뜰한  보살핌이  여행의  피로를 확  풀어준답니다. 
그리고  1층에  있는  카페  커피맛이  너무  좋아요.
가격대비  너무  좋은  외돌개  나라  강추에요.",1
9081,8319639,지나가다가 커피한잔 하고 갔는데 맛있었어요 좋아요! 아프리카쪽 에티오피아 커피직접 수입하셔서 기계도 있어서 직접하나봐요 귤을 직접농사?하셔서 감귤스무디도 맛있었어요 ㅎㅎ ,1
9082,8319639,"이국적 풍취와 조용함.   5인이 가족룸을 이용했는데, 다음에 언제 또 제주를 가게될 지 모르겠지만, 여기는 꼭 다시 가고 싶습니다.  가격도 제주에 7일을 머무는 동안 제일 저렴했었고, 조용했습니다.",1
9083,8319639,아후 훌룡해요 가격대비 시설 좋아요 앞에 정문부터 방 안까지 정말 예뻐요!! 일층 카페 커피도 정말 맛있어요~개인적으로 카페쓰아다 추천요;&#38;&#35;41; 다음번에 가족여행으로 제주도오면 여기는 꼭 또 들를꺼랍니다♥,1
9084,8319639,정말 깨끗햇고 정말맘에들엇네요 ~분위기도 좋고~이번 가족여행 정말 재미있게 놀가갑니다 사장님~~^^,1
9085,8319639,"저번주에 저희가족 머물다갔어요ㅎㅎ시설이 많아서 정말 재밌게 놀다갔어요
저희 딸래미가 또 가자고 쫄르네여~ 담에또들릴게용^^",1
9086,8319639,정말 깨끗하게 관리하시더라구요 시설도 좋고 편안해서 장기숙박자도 많은거같고 요양하기 딱,1
9087,8319639,사장님 최근에 4명이서 2박 묵었던 김진욱입니다^^ 좀 시끄럽게 해드려서 죄송하고요~ 그래도 친철하게 잘해주셔서 감사합니다^^ 담에 꼭 다시 찾아뵐께요^^ ,1
9088,1984207097,"맛있습니다.
기본에 충실한 아이스크림입니다.",1
9089,1984207097,"커피밀크쉐이크 넘맛있게먹었어요^^
재방문의사 200프로
농장따님들이 하신다니 믿음이가네용",1
9090,1984207097,아이스크림이랑 우유 다 너무 맛있어요ㅠㅠ,1
9091,1984207097,"인테리어도 예쁘고 맛도 좋아요 :)
밀크아이스크림을 시켰는데 쫀득하고 진합니다.",1
9092,1984207097,"처음 리뷰 써봅니당. 
요거트 처돌이는 여행 첫날 '정직한 요거트' 먹고나서 담날 요거트만 2만여원어치 쓸어왔다고 합니다. 글고 공식적으로 반려견/묘 동반되는 건 아니지만 미리 사장님께 여쭤보고 댕댕이 델고 갔습니당. 다른 손님들 댕냥이도 왔었는데 사장님이 넘나 예뻐해주셔서 감사했습니다 ",1
9093,1984207097,밀크이이스크림 진짜 완전 맛있음! 밀크티쉐이크추천!!,1
9094,1984207097,훌륭함,1
9095,1984207097,"맛있는 아이스크림, 맛있는 요거트집! 
가격은 적당하고 맛이좋아요",1
9096,227904457,까페라떼가 좋아요!,1
9097,723563261,진짜 겉만 번지르르하지 컴퓨터 너무 꼬라서 뿌셔버리고 싶더라ㅡㅡ 피파가 고사양게임도 아닌데 렉걸려서 게임진행이 안됨. 만원충전했는데 환불받고싶더라 다신안온다 진심으로,0
9098,1842038586,사진놀이터 안에 있는 곳인데 카페사장님 너무 친절하세요 사진도 찍어주시고ㅠㅠ감동입니다!! 가게도 너무 아기자기하고 유아용 의자도 있어서 아이와 와도 되겠어요!! 아참 그리고 비트에이드를 시켜먹었는데 너무 맛있어요 비트즙을 평소에 먹어서 그런가 에이드로 만들었다고 해서 과연 괜찮을까 했는데 먹어보니 또 다른 느낌이였습니다 아주 맛나요! 잘 쉬고 잘 먹고 갑니다 시즌마다 바뀐다고 하니 또 올 예정이에요ㅎㅎ,1
9099,791629311,자몽라떼 너무 너무 맛있고 분위기 좋고 사장님이 엄청 친절합니다 !!,1
9100,791629311,"카페라떼 시키고 감탄했어요
조용히 혼자 가서 커피만 마셔도 좋을 것 같아요
바나나빵도 맛있어요
키쉬는 포슬포슬한 감자에 짭쪼름한 돼지기름 맛이 좋았는데 페이스트리지가 아니고 식감이 약간 잉글리쉬머핀 같은 식사용 빵 같았어요ㅎㅎ 이것도 전 나름대로 좋았습니다. 그릇 겉에 뿌려주신 발사믹 글레이즈랑 어울렸어요.  
야외에 혼자 앉을만한 테이블이 충분했어서 혼밥하기도 너무 좋았어요
",1
9101,327003845,진짜 빈티지 가게를 찾았다ㅠㅠㅠㅠㅠ드디어ㅠㅠㅠ 가게너무이뻐요ㅠㅠㅠㅠ,1
9102,327003845,진짜 오리지널 빈티지 소품이 있는곳 근데 가격은 합리적 ㅋㅋㅋㅋㅋ 최고! 사장님 너무 좋아요! 맘편히 구경할 수 있어요,1
9103,327003845,"런던 밀크티가 맛있는곳, 커피도 유기농공정무역커피를 사용해 더 맛있는거 같아요, 소품들은 수공예품이 다양하게 있고 빈티지 악세사리가 특히 이쁜곳이예요^^",1
9104,27030147,혼자 제주여행하다가 비와서 우연히 들른곳인데 정말 재밌는 곳이에요..! 할아버지도 엄청 친절하십니다 컵 깨뜨렸는데 다친데 없냐고 하시고 괜찮다면서 다 치워주셨습니다...ㅠㅠㅜㅜ,1
9105,27030147,"테이블 한개. 노신사가 내려주는 커피, 통유리로 조용히 감상할수 있는 바다. 헤이즐넛추천. 제주여행에서 가장 기억에 남는곳",1
9106,229722619,"잔디깔린 정원 앞에 멋진 바다~
뷰는 최고
부드러운 커피 맛. 
한적하고 은은한 분위기. ",1
9107,229722619,친절하고 뷰도 좋아요~,1
9109,597105112,괜찮은 작은 빵집,1
9111,597105112,맛은 있는데 넘 비쌈. 이 값이면 메종드베니 가는게 나음. ,1
9112,507163800,"예쁜 인테리어와 아기자기 오밀조밀한 미니어쳐 작품을 보는 재미, 그리고 따뜻한 햇살과 신선한 중산간의 공기를 느낄 수 있는 카페입니다. 커피 맛은 물론 좋구요^^!",1
9113,507163800,"정성가득한 미니어처 보는 재미에 음료도 맛있었습니다!
또 갈게요~~^^",1
9114,507163800,팬케잌도 맛있고 아기자기한 미니어처가 있어서 이쁜 카페였어요. 다시 방문하고자 합니다~,1
9115,2097029740,매장이 깔끔하고 좋네요,1
9116,23571929,"종달리 머무는 동안 할 일이 있어서 매일 출석도장 찍었는데, 작업하기에도 담소 나누기에도 좋은 공간이었어요. 카야토스트 재료 두껍게 들어있어서 넘 맛있었구, 사진엔 없는데 당근주스도 맛있어요! 청귤청에 청귤도 직접 재배한 거라고 하시더라고요. 서비스로 주신 포도도 잘 먹었습니다♡
친절하시고, 따뜻한 곳이에요. 다음에 또 갈게요 :)",1
